SYMBOL,EXPIRY_DT,TRADE_DATE,OPEN,HIGH,LOW,CMP,CASH_CHG,INDX_GRP,INDX_WTG,PUT_INT,CALL_INT,COMB_INT,CALL_LOW,CALL_HIGH,PUT_HIGH,PUT_LOW,UNUSED_PC,UNUSED_PC_REV,TREND_PRICE1,TREND_PRICE2,CALL_OI,PUT_OI,CALL_DIFF,PUT_DIFF,COMB_DIFF 
SHRIRAMFIN,2025-08-28,2025-06-11,702.1,702.1,684.35,0,0,,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0
SHRIRAMFIN,2025-08-28,2025-06-12,689.0,690.0,666.6,0,0,,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0
SHRIRAMFIN,2025-08-28,2025-06-13,651.85,670.35,643.5,0,0,,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0
SIEMENS,2025-06-26,2025-05-30,3360.0,3370.0,3252.0,3267,-95,,0,3134.89,3500.92,3241.43,3331.4,3721.33,3319.22,2929.27,0.7,1.42,3311.89,3334.52,834600,419250,3437.77,0,3241.43
SIEMENS,2025-06-26,2025-06-02,3270.0,3313.9,3258.1,3293,26,,0,3138.92,3448.61,3243.48,3332,3618.85,3318.78,2929.39,0.61,1.64,3312.6,3345.03,868650,441675,3440.4,0,3243.48
SIEMENS,2025-06-26,2025-06-03,3306.0,3364.8,3302.1,3305,12,,0,3205.21,3449.93,3304.11,3332.03,3618.48,3317.19,2928.58,0.61,1.63,3316.65,3346.83,905625,490200,3444.16,0,3304.11
SIEMENS,2025-06-26,2025-06-04,3320.3,3336.5,3275.1,3309,4,,0,3205.19,3500.54,3301.94,3332.19,3721.47,3317.3,2928.55,0.61,1.64,3315.06,3345.48,1014825,521025,3442.55,0,3301.94
SIEMENS,2025-06-26,2025-06-05,3315.0,3336.3,3276.6,3280,-29,,0,3211.14,3444.34,3301.16,3333.36,3721.62,3316.49,2927.97,0.75,1.34,3311.89,3326.58,1088475,570975,3513.9,0,3301.16
SIEMENS,2025-06-26,2025-06-06,3300.0,3348.0,3283.0,3306,26,,0,3216.32,3445.77,3305.4,3332.39,3722,3315.64,3029.02,0.67,1.49,3313.78,3334.57,1282725,675825,3437.06,0,3305.4
SIEMENS,2025-06-26,2025-06-09,3320.0,3405.0,3306.6,3384.9,79,,0,3225.64,3442.1,3314.57,3333.28,3721.87,3312.24,3028.48,0.42,2.36,3327.84,3425.74,1407000,786150,3438.41,0,3314.57
SIEMENS,2025-06-26,2025-06-10,3400.0,3409.0,3362.7,3372.1,-13,,0,3233.03,3440.27,3316.46,3333.56,3619.75,3309.44,3027.88,0.44,2.28,3329.33,3423.27,1506075,840150,3501.96,0,3316.46
SIEMENS,2025-06-26,2025-06-11,3381.0,3398.0,3338.2,3355.9,-16,,0,3231.33,3441.18,3315.81,3333.55,3619.58,3310.24,3027.84,0.55,1.83,3327.24,3409.61,1521900,855300,3506.7,0,3315.81
SIEMENS,2025-06-26,2025-06-12,3350.0,3357.9,3258.0,3265.8,-90,,0,3231.48,3436.94,3310.5,3333.74,3620.94,3310.04,3028.11,1.27,0.79,3327.96,3311.43,1662600,803775,3446.46,0,3310.5
SIEMENS,2025-06-26,2025-06-13,3195.1,3271.3,3169.9,3264,-2,,0,3228.68,3435.02,3308.26,3334.18,3621.23,3311.13,3028.23,1.27,0.79,3327.29,3311.36,1688250,817200,3442.4,0,3308.26
SIEMENS,2025-07-31,2025-05-30,3360.0,3370.0,3252.0,3267,-95,,0,3023.81,4000,3800,3850,3850,3117.19,2933.87,77.77,0.01,3028.04,2901.42,125,5250,2200,4000,3200
SIEMENS,2025-07-31,2025-06-02,3270.0,3313.9,3258.1,3293,26,,0,3027.08,4000,3800,3850,3850,3115.71,2932.43,101.56,0.01,3032.12,2901.34,125,6000,3200,3200,3200
SIEMENS,2025-07-31,2025-06-03,3306.0,3364.8,3302.1,3305,12,,0,3028.57,4000,3800,3850,3850,3115.22,2932.05,84.38,0.01,3035.64,2901.76,125,6250,3200,3400,3400
SIEMENS,2025-07-31,2025-06-04,3320.3,3336.5,3275.1,3309,4,,0,3032.65,4000,3800,3850,3850,3113.08,2931.4,96.19,0.01,3043.36,2901.78,125,6750,2900,3700,3700
SIEMENS,2025-07-31,2025-06-05,3315.0,3336.3,3276.6,3280,-29,,0,3035.42,4000,3800,3850,3850,3111.48,3085,90.61,0.01,3047.18,2902.2,125,6750,4200,3300,3400
SIEMENS,2025-07-31,2025-06-06,3300.0,3348.0,3283.0,3306,26,,0,3035.42,3816.67,3700,3737.5,3750,3111.48,3085,28.07,0.04,3048.71,2907.09,375,6750,3700,4200,3700
SIEMENS,2025-07-31,2025-06-09,3320.0,3405.0,3306.6,3384.9,79,,0,3034.69,3333.33,3210,3131.58,3818.75,3111.9,3089.47,1.67,0.6,3125.05,3032.23,1500,6875,3800,3207.14,3210
SIEMENS,2025-07-31,2025-06-10,3400.0,3409.0,3362.7,3372.1,-13,,0,3038.54,3825,3228.57,3229.41,4017.11,3109.82,3071.15,1.24,0.81,3138.45,3116.85,3125,7125,3525,3205.36,3228.57
SIEMENS,2025-07-31,2025-06-11,3381.0,3398.0,3338.2,3355.9,-16,,0,3045.61,3622.5,3306.67,3538.16,3916.05,3104.63,3055.32,0.68,1.47,3249.89,3423.72,10500,9500,3342.86,3318.18,3306.67
SIEMENS,2025-07-31,2025-06-12,3350.0,3357.9,3258.0,3265.8,-90,,0,3045.06,3616.25,3304.55,3427.54,3916.67,3105.06,3056.15,1.18,0.85,3214.58,3144.14,11625,14000,3415,3201.19,3304.55
SIEMENS,2025-07-31,2025-06-13,3195.1,3271.3,3169.9,3264,-2,,0,3038.73,3607.5,3243.33,3328.83,3917.76,3110.09,2931.46,1.23,0.81,3215.56,3143.58,12500,16750,3408.75,3202.13,3243.33
SIEMENS,2025-08-28,2025-05-30,3360.0,3370.0,3252.0,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-02,3270.0,3313.9,3258.1,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-03,3306.0,3364.8,3302.1,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-04,3320.3,3336.5,3275.1,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-05,3315.0,3336.3,3276.6,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-06,3300.0,3348.0,3283.0,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-09,3320.0,3405.0,3306.6,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-10,3400.0,3409.0,3362.7,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-11,3381.0,3398.0,3338.2,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-12,3350.0,3357.9,3258.0,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SIEMENS,2025-08-28,2025-06-13,3195.1,3271.3,3169.9,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0
SJVN,2025-06-26,2025-05-30,98.1,99.89,95.84,96.49,-6,,0,0,0,0,0,0,0,0,1.62,0.62,0,0,16239825,9818550,0,0,0
SJVN,2025-06-26,2025-06-02,96.15,98.7,95.11,97.5,1,,0,0,0,0,0,0,0,0,1.28,0.78,0,0,14392350,9194850,0,0,0
SJVN,2025-06-26,2025-06-03,97.64,98.45,96.51,96.99,-1,,0,0,0,0,0,0,0,0,1.73,0.58,0,0,15271200,9279900,0,0,0
SJVN,2025-06-26,2025-06-04,97.3,99.0,96.43,98.81,2,,0,0,0,0,0,0,0,0,0.93,1.08,0,0,14855400,10078425,0,0,0
SJVN,2025-06-26,2025-06-05,99.09,103.71,98.91,102.62,4,,0,0,0,0,0,0,0,0,0.39,2.56,0,0,14392350,10626525,0,0,0
SJVN,2025-06-26,2025-06-06,102.62,104.41,101.8,103.6,1,,0,0,0,0,0,0,0,0,0.31,3.28,0,0,15786225,10640700,0,0,0
SJVN,2025-06-26,2025-06-09,104.55,105.4,103.2,103.4,0,,0,0,0,0,0,0,0,0,0.37,2.73,0,0,16178400,10305225,0,0,0
SJVN,2025-06-26,2025-06-10,103.96,105.66,103.25,104,1,,0,0,0,0,0,0,0,0,0.34,2.95,0,0,16291800,10314675,0,0,0
SJVN,2025-06-26,2025-06-11,104.44,105.85,102.5,103.2,-1,,0,0,0,0,0,0,0,0,0.41,2.44,0,0,17917200,10253250,0,0,0
SJVN,2025-06-26,2025-06-12,103.5,103.6,99.5,99.8,-3,,0,0,0,0,0,0,0,0,1.09,0.92,0,0,19410300,10305225,0,0,0
SJVN,2025-06-26,2025-06-13,97.5,99.27,97.27,98.78,-1,,0,0,0,0,0,0,0,0,1.53,0.65,0,0,20412000,10305225,0,0,0
SJVN,2025-07-31,2025-05-30,98.1,99.89,95.84,0,0,,0,0,0,0,0,0,0,0,0,0,90,89,0,0,0,0,0
SJVN,2025-07-31,2025-06-02,96.15,98.7,95.11,97.5,1,,0,0,100,100,0,0,0,0,7.14,0.14,0,0,5875,58750,0,0,100
SJVN,2025-07-31,2025-06-03,97.64,98.45,96.51,96.99,-1,,0,0,100,0,0,0,0,0,16.02,0.06,0,0,5875,117500,0,0,0
SJVN,2025-07-31,2025-06-04,97.3,99.0,96.43,98.81,2,,0,0,100,0,0,0,0,0,1.59,0.63,0,0,35250,117500,0,0,0
SJVN,2025-07-31,2025-06-05,99.09,103.71,98.91,102.62,4,,0,0,0,0,0,0,0,0,0.59,1.68,0,0,76375,152750,0,0,0
SJVN,2025-07-31,2025-06-06,102.62,104.41,101.8,103.6,1,,0,0,0,0,0,0,0,0,0.6,1.66,0,0,82250,170375,0,0,0
SJVN,2025-07-31,2025-06-09,104.55,105.4,103.2,103.4,0,,0,0,0,0,0,0,0,0,0.51,1.94,0,0,111625,182125,0,0,0
SJVN,2025-07-31,2025-06-10,103.96,105.66,103.25,104,1,,0,0,0,0,0,0,0,0,0.6,1.67,0,0,146875,240875,0,0,0
SJVN,2025-07-31,2025-06-11,104.44,105.85,102.5,103.2,-1,,0,0,0,0,0,0,0,0,1.14,0.88,0,0,164500,399500,0,0,0
SJVN,2025-07-31,2025-06-12,103.5,103.6,99.5,99.8,-3,,0,95,0,0,0,0,0,0,2.06,0.48,0,0,205625,446500,0,0,0
SJVN,2025-07-31,2025-06-13,97.5,99.27,97.27,98.78,-1,,0,0,0,0,0,0,0,0,1.97,0.51,0,0,282000,499375,0,0,0
SJVN,2025-08-28,2025-05-30,98.1,99.89,95.84,0,0,,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,0
SJVN,2025-08-28,2025-06-02,96.15,98.7,95.11,0,0,,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0
SJVN,2025-08-28,2025-06-03,97.64,98.45,96.51,0,0,,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0
SJVN,2025-08-28,2025-06-04,97.3,99.0,96.43,0,0,,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0
SJVN,2025-08-28,2025-06-05,99.09,103.71,98.91,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-06,102.62,104.41,101.8,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-09,104.55,105.4,103.2,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-10,103.96,105.66,103.25,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-11,104.44,105.85,102.5,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-12,103.5,103.6,99.5,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SJVN,2025-08-28,2025-06-13,97.5,99.27,97.27,0,0,,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0
SOLARINDS,2025-06-26,2025-05-30,16305.0,16305.0,15950.0,16045,-255,,0,0,0,0,0,0,0,0,0.33,3.04,0,0,268500,376050,0,0,0
SOLARINDS,2025-06-26,2025-06-02,16151.0,16340.0,16057.0,16300,255,,0,0,0,0,0,0,0,0,0.25,3.97,0,0,268875,408750,0,0,0
SOLARINDS,2025-06-26,2025-06-03,16348.0,16816.0,16312.0,16571,271,,0,0,0,0,0,0,0,0,0.24,4.1,0,0,353625,519075,0,0,0
SOLARINDS,2025-06-26,2025-06-04,16700.0,16879.0,16569.0,16849,278,,0,0,0,0,0,0,0,0,0.19,5.15,0,0,356250,556275,0,0,0
SOLARINDS,2025-06-26,2025-06-05,16890.0,17049.0,16810.0,16997,148,,0,0,0,0,0,0,0,0,0.16,6.22,0,0,370875,570225,0,0,0
SOLARINDS,2025-06-26,2025-06-06,17073.0,17129.0,16400.0,16525,-472,,0,0,0,0,0,0,0,0,0.31,3.19,0,0,464925,563700,0,0,0
SOLARINDS,2025-06-26,2025-06-09,16599.0,17025.0,16546.0,16821,296,,0,0,0,0,0,0,0,0,0.18,5.41,0,0,430200,565425,0,0,0
SOLARINDS,2025-06-26,2025-06-10,16899.0,16999.0,16725.0,16888,67,,0,0,0,0,0,0,0,0,0.18,5.56,0,0,461325,566175,0,0,0
SOLARINDS,2025-06-26,2025-06-11,16949.0,17035.0,16470.0,16600,-288,,0,0,0,0,0,0,0,0,0.29,3.44,0,0,522675,580425,0,0,0
SOLARINDS,2025-06-26,2025-06-12,16650.0,16829.0,16533.0,16655,55,,0,0,0,0,0,0,0,0,0.28,3.56,0,0,514575,587475,0,0,0
SOLARINDS,2025-06-26,2025-06-13,16452.0,16921.0,16055.0,16845,190,,0,0,0,0,0,0,0,0,0.21,4.88,0,0,506250,582675,0,0,0
SOLARINDS,2025-07-31,2025-05-30,16305.0,16305.0,15950.0,16045,-255,,0,14500,0,0,0,0,0,0,0.89,1.12,0,0,525,975,0,0,0
SOLARINDS,2025-07-31,2025-06-02,16151.0,16340.0,16057.0,16300,255,,0,0,0,0,0,0,0,0,1.18,0.84,0,0,525,1125,0,0,0
SOLARINDS,2025-07-31,2025-06-03,16348.0,16816.0,16312.0,16571,271,,0,0,15750,0,0,0,0,0,0.8,1.25,0,0,600,1200,0,0,0
SOLARINDS,2025-07-31,2025-06-04,16700.0,16879.0,16569.0,16849,278,,0,0,0,0,0,0,0,0,0.47,2.13,0,0,825,1425,0,0,0
SOLARINDS,2025-07-31,2025-06-05,16890.0,17049.0,16810.0,16997,148,,0,0,0,0,0,0,0,0,0.35,2.86,0,0,1650,1950,0,0,0
SOLARINDS,2025-07-31,2025-06-06,17073.0,17129.0,16400.0,16525,-472,,0,0,16500,0,0,0,0,0,0.52,1.94,0,0,2925,3525,0,0,0
SOLARINDS,2025-07-31,2025-06-09,16599.0,17025.0,16546.0,16821,296,,0,0,0,0,0,0,0,0,0.36,2.8,0,0,3900,4350,0,0,0
SOLARINDS,2025-07-31,2025-06-10,16899.0,16999.0,16725.0,16888,67,,0,0,0,0,0,0,0,0,0.46,2.16,0,0,3900,5175,0,0,0
SOLARINDS,2025-07-31,2025-06-11,16949.0,17035.0,16470.0,16600,-288,,0,0,0,16250,0,0,0,0,0.54,1.85,0,0,5700,6375,0,0,16250
SOLARINDS,2025-07-31,2025-06-12,16650.0,16829.0,16533.0,16655,55,,0,0,0,16250,0,0,0,0,0.62,1.61,0,0,5775,8700,0,0,16250
SOLARINDS,2025-07-31,2025-06-13,16452.0,16921.0,16055.0,16845,190,,0,15750,0,0,0,0,0,0,0.45,2.24,0,0,6750,8550,0,0,0
SOLARINDS,2025-08-28,2025-05-30,16305.0,16305.0,15950.0,0,0,,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-02,16151.0,16340.0,16057.0,0,0,,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-03,16348.0,16816.0,16312.0,0,0,,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-04,16700.0,16879.0,16569.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-05,16890.0,17049.0,16810.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-06,17073.0,17129.0,16400.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-09,16599.0,17025.0,16546.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-10,16899.0,16999.0,16725.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-11,16949.0,17035.0,16470.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-12,16650.0,16829.0,16533.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SOLARINDS,2025-08-28,2025-06-13,16452.0,16921.0,16055.0,0,0,,0,0,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0
SONACOMS,2025-06-26,2025-05-30,543.0,549.75,536.0,540.5,-3,,0,0,0,0,0,0,0,0,0.58,1.72,0,0,704475,423150,0,380,0
SONACOMS,2025-06-26,2025-06-02,539.95,548.0,534.6,542,2,,0,0,0,0,0,0,0,0,0.65,1.54,0,0,1124525,708350,0,0,0
SONACOMS,2025-06-26,2025-06-03,540.1,543.45,530.75,535.25,-7,,0,0,0,0,0,0,0,0,0.81,1.24,0,0,1169475,684325,0,0,0
SONACOMS,2025-06-26,2025-06-04,532.05,540.8,529.1,536.05,1,,0,0,0,0,0,0,0,0,0.68,1.47,0,0,1205125,699050,0,0,0
SONACOMS,2025-06-26,2025-06-05,536.4,541.9,527.0,528,-8,,0,0,0,0,0,0,0,0,1.02,0.98,0,0,1278750,742450,0,0,0
SONACOMS,2025-06-26,2025-06-06,524.6,527.0,508.25,512,-16,,0,0,0,0,0,0,0,0,1.56,0.64,0,0,1830550,1083450,0,0,0
SONACOMS,2025-06-26,2025-06-09,512.0,523.55,507.9,521,9,,0,0,0,0,0,0,0,0,1.07,0.93,0,0,1932850,1126850,0,0,0
SONACOMS,2025-06-26,2025-06-10,518.0,519.35,506.4,515,-6,,0,0,0,0,0,0,0,0,1.59,0.63,0,0,2207200,1217525,0,0,0
SONACOMS,2025-06-26,2025-06-11,519.0,534.65,517.3,519.5,5,,0,0,0,0,0,0,0,0,0.84,1.2,0,0,2855875,1471725,0,0,0
SONACOMS,2025-06-26,2025-06-12,520.0,526.0,507.4,512.5,-7,,0,0,0,0,0,0,0,0,0.7,1.44,0,0,5464525,1790250,0,0,0
SONACOMS,2025-06-26,2025-06-13,467.95,504.0,467.95,502.9,-10,,0,0,0,0,0,0,0,0,1.42,0.7,0,0,5951225,2244400,0,0,0
SONACOMS,2025-07-31,2025-05-30,543.0,549.75,536.0,0,0,,0,0,0,0,0,0,0,0,0,0,500,490,0,0,0,0,0
SONACOMS,2025-07-31,2025-06-02,539.95,548.0,534.6,0,0,,0,0,0,0,0,0,0,0,0,0,500,490,0,0,0,0,0
SONACOMS,2025-07-31,2025-06-03,540.1,543.45,530.75,0,0,,0,0,0,0,0,0,0,0,0,0,500,490,0,0,0,0,0
SONACOMS,2025-07-31,2025-06-04,532.05,540.8,529.1,0,0,,0,0,0,0,0,0,0,0,0,0,500,490,0,0,0,0,0
SONACOMS,2025-07-31,2025-06-05,536.4,541.9,527.0,0,0,,0,0,0,0,0,0,0,0,0,0,500,490,0,0,0,0,0
SONACOMS,2025-07-31,2025-06-06,524.6,527.0,508.25,512,-16,,0,0,600,590,0,0,0,0,19.12,0.05,0,0,8400,30450,510,620,510
SONACOMS,2025-07-31,2025-06-09,512.0,523.55,507.9,521,9,,0,0,600,590,0,0,0,0,6.66,0.15,0,0,14700,30450,550,620,550
SONACOMS,2025-07-31,2025-06-10,518.0,519.35,506.4,515,-6,,0,0,600,590,0,0,0,0,8.3,0.12,0,0,14700,33600,490,590,590
SONACOMS,2025-07-31,2025-06-11,519.0,534.65,517.3,519.5,5,,0,0,600,590,0,0,0,0,11.4,0.09,0,0,16800,33600,590,590,590
SONACOMS,2025-07-31,2025-06-12,520.0,526.0,507.4,512.5,-7,,0,0,600,590,0,0,0,0,11.92,0.08,0,0,21000,38850,0,0,550
SONACOMS,2025-07-31,2025-06-13,467.95,504.0,467.95,502.9,-10,,0,0,0,0,0,0,0,0,5.04,0.2,0,0,29400,44100,0,0,0
SONACOMS,2025-08-28,2025-05-30,543.0,549.75,536.0,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-02,539.95,548.0,534.6,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-03,540.1,543.45,530.75,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-04,532.05,540.8,529.1,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-05,536.4,541.9,527.0,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-06,524.6,527.0,508.25,0,0,,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-09,512.0,523.55,507.9,0,0,,0,0,0,0,0,0,0,0,0,0,480,460,0,0,0,0,0
SONACOMS,2025-08-28,2025-06-10,518.0,519.35,506.4,515,-6,,0,480,500,0,0,0,0,0,0.59,1.69,0,0,1050,1050,480,600,0
SONACOMS,2025-08-28,2025-06-11,519.0,534.65,517.3,519.5,5,,0,480,500,0,0,0,0,0,0.59,1.69,0,0,1050,1050,480,640,0
SONACOMS,2025-08-28,2025-06-12,520.0,526.0,507.4,512.5,-7,,0,480,500,0,0,0,0,0,0.59,1.69,0,0,1050,1050,440,500,0
SONACOMS,2025-08-28,2025-06-13,467.95,504.0,467.95,502.9,-10,,0,480,500,0,0,0,0,0,0.59,1.69,0,0,1050,1050,460,520,0
SRF,2025-06-26,2025-05-30,2895.0,2899.9,2851.1,2862,-33,,0,2802.42,3017.17,2869.66,2911.85,3209.02,2907.98,2611.4,1.02,0.98,2906.03,2905.76,1312875,817125,3053.85,2664.41,2869.66
SRF,2025-06-26,2025-06-02,2825.1,2903.7,2819.2,2899.5,38,,0,2769.96,3050.75,2867.66,2911.85,3208.28,2908.02,2611.56,0.71,1.42,2905.91,2915.88,1456125,874125,3056.15,2669.27,2867.66
SRF,2025-06-26,2025-06-03,2903.0,2984.5,2900.3,2951,52,,0,2811.34,3060.27,2906.9,2911.35,3207.36,2907.21,2611.43,0.43,2.32,2915.8,3005.63,1674000,978750,3113.24,0,2906.9
SRF,2025-06-26,2025-06-04,2965.0,3058.7,2961.3,3053.5,103,,0,2856.34,3151.24,2955.01,2961.44,3258.58,3008.66,2660.91,0.28,3.56,2960.38,3067.81,1745250,1142625,3206.51,0,2955.01
SRF,2025-06-26,2025-06-05,3057.0,3127.0,3028.3,3102,49,,0,2907.03,3160.26,3008.01,2960.96,3308.6,3058.66,2711.09,0.3,3.3,3003.89,3112.27,1839000,1422000,3400.05,0,3008.01
SRF,2025-06-26,2025-06-06,3119.8,3139.0,3084.8,3119,17,,0,2919.09,3158.96,3013.94,3011.4,3308.86,3058.04,2761.07,0.27,3.72,3006.33,3117.12,1879875,1422375,3414.63,0,3013.94
SRF,2025-06-26,2025-06-09,3123.5,3149.6,3100.8,3122,3,,0,2955.22,3160.25,3017.98,3011.32,3308.81,3108.51,2760.97,0.26,3.82,3008.23,3151.17,1911375,1472250,0,0,3017.98
SRF,2025-06-26,2025-06-10,3135.0,3169.9,3084.5,3084.6,-37,,0,2959.45,3160.09,3018.42,3011.29,3308.94,3108.47,2760.82,0.39,2.54,3008.68,3109.37,1930125,1412250,3461.74,0,3018.42
SRF,2025-06-26,2025-06-11,3087.9,3099.6,3065.0,3091.8,7,,0,2961.87,3159.01,3015.88,3011.36,3308.87,3108.62,2760.73,0.37,2.68,3007.48,3109.25,2017125,1414500,3406.17,0,3015.88
SRF,2025-06-26,2025-06-12,3090.0,3124.8,3086.8,3100,8,,0,2964.28,3160.03,3017.56,3011.25,3308.9,3108.53,2810.87,0.32,3.12,3007.04,3113.86,2106000,1463250,3368.07,0,3017.56
SRF,2025-06-26,2025-06-13,3055.6,3121.4,3055.6,3108.3,8,,0,3000.26,3159.14,3052.45,3011.22,3308.95,3108.49,2810.84,0.38,2.65,3008.79,3107.27,2110875,1474875,3403.97,0,3052.45
SRF,2025-07-31,2025-05-30,2895.0,2899.9,2851.1,2862,-33,,0,2800,3055,2813.85,2514,3106,2770,2770,0.64,1.57,2616.44,2754.62,1800,2600,0,3416.92,2613.85
SRF,2025-07-31,2025-06-02,2825.1,2903.7,2819.2,0,0,,0,0,0,0,0,0,0,0,0.7,1.42,2619.57,2751.5,2200,3200,0,3115.38,2763.85
SRF,2025-07-31,2025-06-03,2903.0,2984.5,2900.3,0,0,,0,0,0,0,0,0,0,0,0.5,2,2651.62,2760.31,4200,3400,0,2866.67,2816.67
SRF,2025-07-31,2025-06-04,2965.0,3058.7,2961.3,0,0,,0,0,0,0,0,0,0,0,0.39,2.57,2755.3,3002.11,5400,5200,0,2915.38,2905
SRF,2025-07-31,2025-06-05,3057.0,3127.0,3028.3,3102,49,,0,2809.23,3116.67,3005.71,3063.75,3125,2907.8,2712.08,0.32,3.08,3050.65,3111.84,8600,7800,0,2752,3005.71
SRF,2025-07-31,2025-06-06,3119.8,3139.0,3084.8,3119,17,,0,2857.5,3117.78,3052.22,3063.6,3406,3007.94,2762.94,0.41,2.41,3057.94,3111.94,8800,11000,0,2768.18,3052.22
SRF,2025-07-31,2025-06-09,3123.5,3149.6,3100.8,3122,3,,0,2865.56,3150,3058.24,3063.33,3420,3007.67,2711.46,0.49,2.03,3058.56,3108.35,8800,13800,0,2755.71,3058.24
SRF,2025-07-31,2025-06-10,3135.0,3169.9,3084.5,3084.6,-37,,0,2917.78,3116.47,3060.59,3063.78,3455.91,3058.27,2762,0.47,2.15,3000.26,3066.23,9800,15800,0,2810,3060.59
SRF,2025-07-31,2025-06-11,3087.9,3099.6,3065.0,3091.8,7,,0,2953.08,3106.32,3052.11,2961.25,3208.64,3058.28,2761.79,0.48,2.1,2967.02,3055.86,12200,17600,0,0,3052.11
SRF,2025-07-31,2025-06-12,3090.0,3124.8,3086.8,3100,8,,0,2955,3117.14,3018.57,2961.17,3456.25,3058.24,2761.68,0.38,2.66,3001.43,3067.09,17000,18200,0,0,3018.57
SRF,2025-07-31,2025-06-13,3055.6,3121.4,3055.6,3108.3,8,,0,2958,3158.97,3012,2961.19,3205.25,3058.14,2761.43,0.32,3.16,3000.81,3102.97,25000,18400,0,0,3012
SRF,2025-08-28,2025-05-30,2895.0,2899.9,2851.1,0,0,,0,0,0,0,0,0,0,0,0,0,3200,3200,0,0,0,0,0
